HomeTeam,AwayTeam,Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
3,54,10/03/2019,2,0,H,1,0,H,14,14,3,4,12,18,5,2,2,2,0,0
24,95,10/03/2019,1,1,D,0,0,D,22,2,6,1,8,14,13,0,1,4,0,0
50,17,10/03/2019,4,2,H,2,1,H,23,3,5,2,4,7,7,3,2,0,0,0
11,60,16/03/2019,2,2,D,0,1,A,10,12,3,4,9,12,6,6,3,2,0,0
17,47,16/03/2019,1,2,A,1,1,D,13,9,2,4,9,10,9,3,1,1,0,1
93,43,16/03/2019,4,3,H,1,2,A,16,15,5,5,7,15,5,8,0,2,0,0
35,24,17/03/2019,2,0,H,0,0,D,15,16,8,5,17,9,3,4,1,2,0,0
39,50,17/03/2019,1,2,A,0,1,A,7,16,2,6,11,7,1,10,2,1,0,0
14,81,30/03/2019,0,1,A,0,0,D,14,8,1,2,8,10,6,5,1,2,0,0
17,95,30/03/2019,2,0,H,1,0,H,5,8,1,1,12,10,1,5,1,1,0,0
31,43,30/03/2019,2,0,H,0,0,D,19,15,5,5,10,7,5,5,0,0,0,0
39,53,30/03/2019,0,2,A,0,2,A,5,24,0,7,4,12,0,11,2,0,0,0
47,11,30/03/2019,2,0,H,1,0,H,18,8,4,2,6,12,6,1,0,2,0,0
54,91,30/03/2019,2,1,H,1,0,H,8,20,5,8,14,9,3,5,1,2,0,0
93,35,30/03/2019,0,2,A,0,2,A,3,17,1,9,7,14,4,9,1,1,0,0
21,24,31/03/2019,1,2,A,0,0,D,8,21,3,3,8,14,2,7,2,3,0,0
50,88,31/03/2019,2,1,H,1,0,H,14,11,3,2,5,8,10,3,0,1,0,0
3,60,01/04/2019,2,0,H,1,0,H,7,3,4,1,11,10,6,2,2,0,0,0
91,39,02/04/2019,4,1,H,1,1,D,15,17,7,7,12,5,6,4,3,2,0,0
95,54,02/04/2019,2,1,H,1,1,D,9,18,2,4,5,11,3,5,1,2,0,1
24,14,03/04/2019,3,0,H,1,0,H,17,3,4,1,5,9,7,1,0,0,0,0
53,21,03/04/2019,2,0,H,2,0,H,27,4,11,1,3,17,7,4,0,3,0,0
88,31,03/04/2019,2,0,H,0,0,D,26,5,10,1,8,5,8,2,1,0,0,0
81,50,05/04/2019,1,3,A,1,1,D,11,17,1,5,8,7,7,5,2,4,0,0
11,17,06/04/2019,1,3,A,1,2,A,10,11,2,3,12,16,3,6,2,3,0,0
43,47,06/04/2019,1,4,A,0,1,A,10,18,4,9,13,11,8,5,3,0,0,0
60,31,06/04/2019,0,1,A,0,0,D,18,3,5,1,12,13,9,4,1,2,0,0
35,3,07/04/2019,1,0,H,1,0,H,23,7,6,2,8,9,9,6,1,4,0,0
24,93,08/04/2019,2,0,H,1,0,H,16,9,7,2,8,7,7,4,2,1,0,0
47,60,12/04/2019,0,1,A,0,1,A,12,11,5,5,6,10,2,3,2,3,0,0
14,11,13/04/2019,0,5,A,0,1,A,8,14,1,7,10,6,4,1,2,4,1,0
17,21,13/04/2019,2,0,H,1,0,H,14,14,7,2,7,10,8,4,2,3,0,0
39,35,13/04/2019,2,0,H,0,0,D,12,8,5,1,8,10,7,3,2,1,0,0
54,93,13/04/2019,2,1,H,1,0,H,14,18,4,4,14,5,3,11,1,1,0,0
81,95,13/04/2019,3,1,H,2,1,H,13,17,6,2,13,8,4,9,1,3,0,0
88,43,13/04/2019,4,0,H,2,0,H,22,7,5,1,10,12,4,2,2,2,0,0
31,53,14/04/2019,1,3,A,0,1,A,7,20,3,6,5,11,2,9,0,0,0,0
50,24,14/04/2019,2,0,H,0,0,D,15,6,7,3,5,9,9,2,0,1,0,0
91,3,15/04/2019,0,1,A,0,1,A,11,19,3,6,12,8,6,4,2,0,1,0
14,21,16/04/2019,0,2,A,0,1,A,14,10,2,3,11,13,5,4,0,1,0,0
11,39,20/04/2019,0,1,A,0,0,D,15,17,5,5,11,18,3,7,1,3,0,0
43,91,20/04/2019,1,2,A,0,1,A,13,11,3,6,15,9,2,2,2,2,0,0
53,88,20/04/2019,1,0,H,1,0,H,15,10,4,4,11,11,4,4,1,2,0,0
60,81,20/04/2019,3,1,H,2,0,H,15,15,6,3,5,11,4,11,0,2,0,0
93,47,20/04/2019,2,2,D,1,0,H,11,11,3,5,8,9,6,8,2,0,0,0
95,14,20/04/2019,0,0,D,0,0,D,22,5,5,0,0,8,14,1,0,1,0,0
3,31,21/04/2019,2,3,A,0,1,A,12,16,5,7,15,12,8,3,4,1,0,0
21,50,21/04/2019,0,2,A,0,0,D,7,17,2,6,6,5,5,10,1,1,0,0
35,54,21/04/2019,4,0,H,2,0,H,15,7,8,1,11,7,10,2,1,1,0,0
24,17,22/04/2019,2,2,D,2,2,D,22,6,9,3,9,4,10,1,2,1,0,0
88,14,23/04/2019,1,0,H,0,0,D,29,6,5,1,7,13,6,3,1,2,0,0
91,81,23/04/2019,1,1,D,0,1,A,15,8,4,4,10,14,3,4,5,2,0,0
54,53,24/04/2019,0,2,A,0,0,D,12,8,1,5,10,10,1,1,2,2,0,0
95,3,24/04/2019,3,1,H,3,0,H,11,11,3,1,12,9,5,5,2,3,0,0
50,43,26/04/2019,5,0,H,3,0,H,21,5,7,1,5,14,4,4,0,0,0,0
14,60,27/04/2019,1,1,D,0,1,A,9,9,2,1,7,10,7,4,2,3,0,0
31,35,27/04/2019,0,0,D,0,0,D,8,22,0,3,9,15,5,10,2,0,0,0
39,21,27/04/2019,1,0,H,0,0,D,8,13,2,8,10,8,10,3,0,0,0,0
81,11,27/04/2019,3,3,D,1,2,A,22,9,7,5,8,9,9,3,2,1,0,0
88,93,27/04/2019,0,1,A,0,0,D,14,16,4,7,3,8,2,7,0,2,0,0
91,95,27/04/2019,1,2,A,0,1,A,10,11,1,4,10,11,4,5,3,2,0,0
17,53,28/04/2019,0,1,A,0,0,D,2,25,0,7,5,7,0,6,1,1,0,0
47,3,28/04/2019,3,0,H,0,0,D,24,6,12,1,13,13,8,6,3,1,0,1
54,24,28/04/2019,1,1,D,1,1,D,7,16,5,3,9,14,6,6,3,2,0,0
35,17,03/05/2019,2,0,H,2,0,H,20,5,6,1,8,9,8,1,0,2,0,0
11,88,04/05/2019,1,0,H,0,0,D,20,11,6,5,11,12,10,6,1,5,0,2
21,31,04/05/2019,2,3,A,1,2,A,18,21,8,7,14,11,10,5,0,0,0,0
60,50,04/05/2019,2,3,A,1,2,A,14,11,7,4,10,4,2,3,1,1,0,0
93,81,04/05/2019,3,0,H,1,0,H,17,11,6,1,2,11,2,7,1,1,0,0
95,39,04/05/2019,1,0,H,0,0,D,19,6,6,2,10,15,7,1,1,3,0,0
3,14,05/05/2019,1,1,D,1,0,H,20,11,8,5,9,14,16,3,5,2,0,0
24,91,05/05/2019,3,0,H,0,0,D,19,15,9,3,6,12,6,6,0,1,0,0
43,54,05/05/2019,1,1,D,0,1,A,7,23,3,7,10,10,3,7,1,1,0,0
53,47,06/05/2019,1,0,H,0,0,D,19,7,5,2,12,5,11,0,3,2,0,0
14,53,12/05/2019,1,4,A,1,2,A,6,20,2,9,12,8,2,6,0,0,0,0
17,3,12/05/2019,1,3,A,0,0,D,14,17,5,6,11,3,4,5,5,1,0,0
31,11,12/05/2019,5,3,H,3,1,H,17,16,8,8,11,8,4,4,3,0,0,0
39,60,12/05/2019,0,4,A,0,2,A,16,13,2,6,6,8,5,5,1,0,0,0
47,24,12/05/2019,0,0,D,0,0,D,9,14,3,4,9,8,4,5,0,1,0,0
50,95,12/05/2019,2,0,H,1,0,H,13,7,5,2,3,11,4,1,0,2,0,0
54,21,12/05/2019,0,2,A,0,1,A,26,13,10,4,9,6,11,2,3,3,0,0
81,43,12/05/2019,1,1,D,1,0,H,10,10,3,3,8,6,4,3,0,1,0,0
88,35,12/05/2019,2,2,D,1,0,H,11,17,3,9,10,13,7,4,0,2,0,0
91,93,12/05/2019,1,4,A,0,2,A,17,16,8,9,10,10,7,2,1,0,1,0
74,33,03/08/2018,1,2,A,0,0,D,8,11,5,3,14,16,2,4,3,4,0,0
7,63,04/08/2018,2,2,D,0,0,D,16,16,7,7,15,10,4,4,0,3,0,0
13,76,04/08/2018,5,1,H,2,0,H,14,9,10,5,15,10,13,3,0,2,0,0
15,64,04/08/2018,1,1,D,1,0,H,18,16,6,6,8,17,7,9,0,4,0,0
45,8,04/08/2018,2,2,D,1,2,A,9,6,3,2,11,21,3,0,2,3,0,0
57,56,04/08/2018,2,2,D,2,0,H,9,12,2,3,13,6,6,6,3,2,0,0
72,73,04/08/2018,1,0,H,0,0,D,15,8,3,2,15,13,6,4,0,2,0,0
78,86,04/08/2018,1,2,A,0,0,D,12,9,2,4,6,6,5,1,0,0,0,0
92,10,04/08/2018,1,2,A,1,1,D,20,11,3,4,9,14,10,6,1,0,0,0
94,79,04/08/2018,3,2,H,2,1,H,21,8,10,4,12,12,3,3,1,3,0,1
46,84,05/08/2018,3,1,H,2,0,H,11,9,5,5,14,8,3,3,0,0,0,0
44,4,06/08/2018,1,3,A,1,1,D,11,9,3,5,12,9,4,2,0,2,0,0
56,78,07/08/2018,3,0,H,3,0,H,13,17,5,4,10,13,7,6,0,3,0,0
64,92,07/08/2018,1,1,D,0,0,D,20,10,5,2,12,10,7,6,2,1,0,0
4,94,11/08/2018,3,2,H,1,1,D,17,10,6,3,17,16,3,4,1,4,0,0
8,57,11/08/2018,0,0,D,0,0,D,10,7,4,0,13,13,7,1,0,1,0,0
10,15,11/08/2018,2,2,D,0,0,D,7,16,2,5,20,6,4,10,6,2,0,0
33,46,11/08/2018,1,4,A,1,2,A,12,17,4,7,10,19,3,5,4,2,0,0
56,7,11/08/2018,1,0,H,1,0,H,10,11,2,4,9,11,3,9,0,1,0,1
63,92,11/08/2018,3,4,A,1,1,D,20,13,10,7,12,14,4,2,0,0,0,0
64,74,11/08/2018,1,0,H,0,0,D,12,8,3,3,15,11,6,4,0,1,0,0
73,78,11/08/2018,1,2,A,1,1,D,14,8,6,5,12,11,4,6,1,1,0,0
76,45,11/08/2018,1,0,H,0,0,D,10,16,4,3,8,9,0,12,2,0,0,0
79,44,11/08/2018,1,1,D,0,1,A,12,16,6,4,5,7,5,6,3,1,0,0
84,13,11/08/2018,1,1,D,1,0,H,9,17,3,5,15,6,2,6,2,0,0,0
86,72,11/08/2018,1,0,H,1,0,H,10,12,7,5,6,14,4,5,0,1,0,0
7,86,17/08/2018,0,0,D,0,0,D,17,6,6,0,13,11,10,1,1,1,0,0
15,56,18/08/2018,0,2,A,0,2,A,18,13,4,3,9,11,4,4,1,2,0,0
44,8,18/08/2018,0,1,A,0,1,A,10,16,3,7,12,13,5,1,1,3,0,0
45,4,18/08/2018,1,1,D,1,1,D,9,10,1,3,13,15,2,7,1,2,1,0
46,76,18/08/2018,2,0,H,0,0,D,17,9,7,4,10,8,7,1,0,1,0,0
57,33,18/08/2018,2,1,H,2,0,H,12,12,4,4,15,10,4,10,1,1,0,0
72,84,18/08/2018,2,2,D,2,1,H,15,8,6,3,13,15,4,2,2,3,0,0
74,10,18/08/2018,0,1,A,0,0,D,15,9,3,4,11,15,5,3,2,1,0,0
78,63,18/08/2018,2,1,H,1,1,D,14,11,5,2,15,7,9,4,2,2,0,0
92,73,18/08/2018,7,1,H,1,1,D,15,6,9,2,14,15,3,5,2,1,0,0
94,64,18/08/2018,2,2,D,2,1,H,17,9,4,4,18,18,8,14,2,4,0,0
13,79,19/08/2018,2,0,H,1,0,H,14,4,9,1,11,9,9,0,1,1,0,0
33,45,21/08/2018,2,0,H,0,0,D,10,11,2,2,10,10,4,4,2,2,0,0
73,15,21/08/2018,0,3,A,0,1,A,14,11,4,5,16,10,2,3,1,3,0,0
76,44,21/08/2018,2,3,A,1,2,A,15,14,4,6,11,10,7,4,1,1,0,0
86,46,21/08/2018,2,2,D,1,1,D,12,8,4,3,13,17,2,5,0,4,0,0
4,13,22/08/2018,2,2,D,1,1,D,16,13,7,7,9,18,13,6,3,2,0,0
8,74,22/08/2018,2,2,D,0,2,A,16,8,4,4,7,9,6,1,1,0,0,0
10,7,22/08/2018,1,0,H,0,0,D,8,18,4,6,11,15,3,10,2,3,0,0
63,72,22/08/2018,2,0,H,0,0,D,12,9,4,3,13,16,11,4,2,2,0,0
79,57,22/08/2018,2,1,H,1,0,H,13,12,3,4,8,10,7,4,2,0,0,0
84,94,22/08/2018,0,3,A,0,2,A,9,10,0,4,16,16,4,3,3,2,1,0
56,92,24/08/2018,1,0,H,0,0,D,18,13,4,2,12,11,10,4,3,2,0,0
4,74,25/08/2018,1,1,D,0,0,D,21,10,8,7,9,13,4,9,0,2,0,0
8,13,25/08/2018,1,0,H,0,0,D,2,8,1,3,12,10,3,4,0,1,0,0
10,78,25/08/2018,0,3,A,0,2,A,10,17,2,6,6,14,8,10,2,1,0,0
33,72,25/08/2018,2,0,H,1,0,H,15,6,4,4,17,10,9,4,3,1,0,0
63,46,25/08/2018,0,3,A,0,2,A,10,12,2,5,13,16,10,4,1,2,0,0
64,7,25/08/2018,2,2,D,0,1,A,9,9,3,3,17,20,0,4,4,0,0,0
73,94,25/08/2018,1,0,H,1,0,H,12,18,3,5,17,14,7,3,2,1,0,0
79,45,25/08/2018,2,1,H,1,1,D,13,13,3,3,13,15,7,7,2,2,0,1
84,44,25/08/2018,2,0,H,1,0,H,11,4,5,0,8,11,8,5,1,0,0,1
86,15,25/08/2018,0,1,A,0,1,A,12,10,3,6,8,11,4,5,0,1,0,0
76,57,26/08/2018,1,0,H,1,0,H,12,12,3,5,14,9,2,9,1,2,0,0
46,56,31/08/2018,0,0,D,0,0,D,11,9,3,3,11,16,6,5,4,4,0,0
7,73,01/09/2018,0,0,D,0,0,D,5,12,1,5,22,19,5,2,2,0,0,0
13,64,01/09/2018,2,1,H,1,0,H,20,6,6,2,10,16,9,2,5,7,0,0
44,33,01/09/2018,1,2,A,0,1,A,18,11,2,5,10,16,7,10,2,1,0,0
57,86,01/09/2018,1,2,A,0,0,D,11,8,2,2,12,8,5,3,1,1,0,1
72,10,01/09/2018,2,2,D,2,2,D,12,14,4,6,8,11,7,4,1,3,1,0
74,79,01/09/2018,1,2,A,0,1,A,12,10,4,4,12,20,9,6,1,1,0,0
78,4,01/09/2018,4,1,H,3,0,H,9,9,6,2,18,12,9,1,1,1,0,0
92,84,01/09/2018,2,1,H,1,0,H,12,16,6,5,9,14,3,7,3,1,0,0
94,76,01/09/2018,1,0,H,0,0,D,16,16,5,4,10,13,3,6,2,3,0,0
15,8,02/09/2018,4,1,H,1,1,D,19,13,11,2,8,8,8,5,0,0,0,0
45,63,02/09/2018,1,1,D,0,0,D,19,11,6,2,12,21,7,6,2,1,0,0
7,92,14/09/2018,1,1,D,1,1,D,13,15,4,3,15,14,6,3,2,1,0,0
8,4,15/09/2018,1,1,D,0,0,D,13,15,3,5,8,11,8,3,3,2,0,0
10,73,15/09/2018,1,2,A,0,1,A,9,11,3,2,13,14,12,1,1,0,0,0
13,94,15/09/2018,2,0,H,1,0,H,20,8,10,1,11,15,9,3,2,3,0,1
15,78,15/09/2018,1,0,H,0,0,D,11,11,3,1,13,15,3,4,1,4,0,0
44,45,15/09/2018,2,0,H,1,0,H,13,6,7,1,12,21,7,5,2,0,0,0
57,46,15/09/2018,1,1,D,0,0,D,16,11,2,4,14,7,6,4,1,0,0,0
63,56,15/09/2018,1,0,H,0,0,D,16,8,6,2,13,12,0,4,3,1,0,0
72,74,15/09/2018,2,3,A,1,1,D,23,9,10,5,11,9,9,2,1,1,0,0
76,33,15/09/2018,1,0,H,0,0,D,16,12,6,4,15,12,9,5,4,4,0,1
79,84,15/09/2018,2,2,D,1,2,A,12,14,4,4,11,7,7,13,1,0,0,0
86,64,15/09/2018,0,0,D,0,0,D,5,16,2,4,4,13,3,10,0,3,0,0
4,76,18/09/2018,2,0,H,1,0,H,14,13,4,3,9,16,3,3,2,2,0,0
33,8,18/09/2018,0,0,D,0,0,D,22,6,3,2,18,13,3,1,2,3,0,0
45,13,18/09/2018,1,1,D,0,1,A,10,14,5,6,16,9,8,6,1,2,0,0
46,72,18/09/2018,3,0,H,1,0,H,17,5,5,3,12,12,4,3,1,2,0,0
84,86,18/09/2018,1,0,H,0,0,D,8,14,3,5,13,13,1,3,2,1,0,0
92,15,18/09/2018,4,2,H,3,0,H,11,23,7,8,11,13,2,7,2,1,0,0
94,44,18/09/2018,2,1,H,2,1,H,18,7,7,4,12,10,7,3,1,3,0,0
56,10,19/09/2018,2,0,H,1,0,H,19,7,4,2,7,13,10,1,1,4,0,0
64,79,19/09/2018,2,1,H,1,0,H,13,6,6,3,13,12,2,2,2,0,0,0
73,57,19/09/2018,2,0,H,2,0,H,20,14,9,2,15,18,3,5,3,2,0,0
74,63,19/09/2018,1,2,A,0,1,A,13,11,2,5,9,16,6,7,2,3,0,0
78,7,19/09/2018,0,0,D,0,0,D,6,13,3,5,10,11,9,5,1,0,0,0
94,15,21/09/2018,1,0,H,0,0,D,9,9,1,3,12,13,2,4,2,1,0,0
4,79,22/09/2018,1,2,A,0,0,D,18,13,4,5,15,12,3,7,2,1,0,0
33,13,22/09/2018,3,1,H,3,1,H,16,16,6,2,9,9,3,9,2,1,0,0
45,10,22/09/2018,0,0,D,0,0,D,9,7,2,0,14,9,6,4,2,0,0,1
46,7,22/09/2018,1,2,A,0,2,A,17,4,5,3,13,21,7,4,2,4,0,0
56,86,22/09/2018,0,0,D,0,0,D,16,5,5,2,13,11,10,3,3,0,0,0
64,76,22/09/2018,1,0,H,0,0,D,9,4,2,1,11,20,4,4,1,3,0,0
73,63,22/09/2018,0,1,A,0,0,D,10,9,3,4,17,12,2,2,0,2,0,0
74,44,22/09/2018,3,0,H,1,0,H,14,9,6,2,12,10,4,4,0,2,1,0
78,72,22/09/2018,3,2,H,1,0,H,13,10,3,3,10,6,4,3,1,2,0,0
84,8,22/09/2018,2,3,A,0,2,A,17,8,3,4,11,14,9,2,2,1,0,0
92,57,22/09/2018,2,0,H,0,0,D,14,10,4,2,7,6,7,2,0,0,0,0
15,4,28/09/2018,1,1,D,1,1,D,7,12,3,5,15,18,3,8,2,2,0,0
79,46,28/09/2018,1,1,D,1,0,H,10,25,4,7,14,9,3,11,2,1,0,0
7,45,29/09/2018,2,2,D,0,2,A,22,7,9,3,11,16,10,2,0,1,0,1
8,64,29/09/2018,2,2,D,0,0,D,17,17,9,5,5,11,6,8,0,1,0,0
10,33,29/09/2018,1,0,H,1,0,H,8,17,2,1,16,8,2,9,3,1,0,0
13,74,29/09/2018,2,2,D,1,1,D,13,10,3,4,17,17,6,4,4,1,1,0
44,56,29/09/2018,1,1,D,0,0,D,10,12,3,4,9,17,2,4,3,2,0,0
57,78,29/09/2018,2,3,A,0,1,A,11,15,5,7,11,10,5,10,2,3,0,0
63,94,29/09/2018,1,0,H,0,0,D,14,11,4,0,12,19,9,4,1,3,0,0
72,92,29/09/2018,2,3,A,0,0,D,13,12,4,7,10,12,2,2,0,4,0,0
76,84,29/09/2018,2,2,D,0,0,D,13,19,2,7,8,7,6,8,0,0,0,0
86,73,29/09/2018,3,0,H,1,0,H,10,14,4,1,6,13,5,5,0,3,0,0
4,72,02/10/2018,3,3,D,2,0,H,12,19,6,7,13,13,4,4,2,4,1,0
13,7,02/10/2018,1,1,D,1,1,D,18,14,7,6,13,13,9,7,3,5,0,1
44,46,02/10/2018,0,1,A,0,0,D,10,11,1,1,13,9,3,4,1,3,0,0
45,56,02/10/2018,0,2,A,0,2,A,7,14,1,4,9,10,5,1,0,0,1,1
74,73,02/10/2018,0,1,A,0,0,D,14,10,1,4,14,14,4,5,3,0,0,0
84,10,02/10/2018,2,0,H,1,0,H,14,6,7,1,16,17,9,3,1,2,0,0
94,86,02/10/2018,0,0,D,0,0,D,10,17,1,5,14,8,4,9,1,0,0,0
8,78,03/10/2018,0,2,A,0,0,D,13,13,2,7,16,9,4,7,1,2,0,0
33,63,03/10/2018,1,1,D,0,0,D,14,14,6,5,12,17,7,8,1,2,0,0
64,57,03/10/2018,2,2,D,1,0,H,7,20,2,10,16,11,2,7,1,2,0,0
76,15,03/10/2018,0,0,D,0,0,D,21,13,6,3,12,15,6,3,2,3,0,0
79,92,03/10/2018,2,2,D,2,0,H,14,19,5,4,12,15,3,4,2,3,0,0
7,76,06/10/2018,3,1,H,2,0,H,13,11,6,6,13,13,3,5,0,1,0,0
10,8,06/10/2018,0,1,A,0,1,A,13,7,4,4,14,11,7,3,3,3,0,0
46,13,06/10/2018,1,1,D,0,0,D,13,13,3,7,18,15,2,3,2,2,1,0
56,64,06/10/2018,0,2,A,0,0,D,17,16,4,5,15,16,11,4,2,1,0,1
57,4,06/10/2018,2,1,H,1,1,D,18,6,4,3,13,10,9,4,0,1,0,0
63,84,06/10/2018,0,1,A,0,1,A,15,6,3,2,14,15,5,1,0,1,0,0
72,94,06/10/2018,4,0,H,1,0,H,16,11,3,3,11,15,6,5,3,3,0,1
73,33,06/10/2018,1,1,D,0,1,A,13,14,3,5,19,12,1,10,3,2,0,0
78,44,06/10/2018,1,0,H,0,0,D,12,8,3,3,11,9,7,5,2,1,0,0
86,45,06/10/2018,2,3,A,1,2,A,18,8,3,3,5,13,13,6,1,2,0,0
92,74,06/10/2018,4,1,H,0,1,A,14,15,5,6,10,11,7,7,2,3,0,0
15,79,07/10/2018,1,2,A,0,0,D,12,9,5,5,7,22,5,5,1,5,0,0
79,56,19/10/2018,1,2,A,0,0,D,14,15,3,5,14,19,3,8,1,3,0,0
4,86,20/10/2018,1,0,H,1,0,H,11,15,5,4,13,8,3,8,1,1,0,0
8,46,20/10/2018,2,1,H,1,1,D,18,20,6,6,10,16,7,11,3,2,0,0
13,15,20/10/2018,0,1,A,0,0,D,11,12,4,5,17,17,8,7,3,3,1,0
33,78,20/10/2018,2,1,H,1,1,D,12,13,4,4,8,12,4,9,0,1,0,0
44,72,20/10/2018,1,1,D,0,0,D,14,14,5,4,9,11,8,3,1,4,0,0
45,73,20/10/2018,0,2,A,0,2,A,3,13,1,5,9,17,2,12,0,1,0,0
64,63,20/10/2018,1,2,A,1,0,H,7,19,2,7,17,11,0,12,3,3,0,0
74,57,20/10/2018,3,1,H,2,1,H,9,26,4,11,15,9,6,14,1,2,0,0
76,10,20/10/2018,1,1,D,0,0,D,16,12,3,3,21,18,5,4,2,2,0,0
84,7,20/10/2018,0,1,A,0,0,D,19,13,3,6,11,17,11,4,1,2,0,0
94,92,20/10/2018,1,0,H,0,0,D,11,7,3,1,12,14,4,3,3,4,0,1
7,74,23/10/2018,2,1,H,0,0,D,14,11,5,7,11,8,7,8,1,2,0,0
56,76,23/10/2018,0,0,D,0,0,D,20,8,5,2,6,11,13,7,0,1,0,0
57,94,23/10/2018,2,1,H,0,1,A,21,9,5,1,17,17,10,2,3,2,0,0
63,4,23/10/2018,2,1,H,0,1,A,10,8,2,1,15,13,7,7,2,1,0,0
73,79,23/10/2018,3,0,H,1,0,H,22,14,8,4,10,10,4,9,0,0,0,0
78,84,23/10/2018,1,1,D,0,0,D,22,10,6,4,13,10,14,4,1,1,0,0
86,8,23/10/2018,3,1,H,0,1,A,16,9,2,3,11,13,5,4,0,2,0,0
10,64,24/10/2018,0,3,A,0,1,A,10,12,1,8,10,13,4,4,1,2,0,0
15,44,24/10/2018,1,0,H,0,0,D,17,13,7,2,10,11,7,7,1,1,0,0
46,45,24/10/2018,2,0,H,1,0,H,18,3,5,2,10,12,15,0,1,3,0,0
72,13,24/10/2018,4,3,H,3,1,H,15,15,8,8,8,16,4,6,2,2,0,0
92,33,24/10/2018,1,4,A,0,2,A,16,20,5,9,9,16,4,2,1,2,0,0
73,4,26/10/2018,1,0,H,1,0,H,16,18,7,5,23,12,5,9,3,0,0,0
7,79,27/10/2018,3,1,H,1,1,D,16,12,4,4,2,12,10,6,0,1,0,0
10,44,27/10/2018,0,1,A,0,1,A,16,7,3,2,12,13,3,2,1,2,0,0
15,84,27/10/2018,0,1,A,0,1,A,22,8,8,3,9,11,7,11,1,2,0,0
46,64,27/10/2018,1,1,D,0,1,A,18,3,3,1,11,17,6,3,1,4,0,0
56,33,27/10/2018,1,1,D,0,1,A,10,18,0,7,12,10,9,4,1,1,0,0
57,45,27/10/2018,3,0,H,1,0,H,7,4,4,0,21,13,4,2,0,1,0,0
63,13,27/10/2018,1,0,H,1,0,H,11,11,3,5,14,13,4,5,0,1,0,0
72,76,27/10/2018,1,1,D,1,0,H,15,12,6,5,8,15,8,7,1,1,0,0
78,94,27/10/2018,4,2,H,2,1,H,12,15,4,7,15,12,6,11,3,2,0,0
86,74,27/10/2018,2,0,H,1,0,H,25,14,9,4,5,14,7,8,2,1,0,0
92,8,27/10/2018,1,1,D,1,0,H,19,9,7,5,8,6,6,3,1,1,0,0
4,10,02/11/2018,2,0,H,1,0,H,17,11,3,3,8,16,2,8,0,3,0,0
8,73,03/11/2018,1,0,H,0,0,D,10,5,2,1,13,16,5,2,4,4,0,0
13,57,03/11/2018,2,0,H,0,0,D,18,10,4,1,8,11,9,3,1,1,0,0
33,7,03/11/2018,3,1,H,0,1,A,18,6,10,3,5,11,6,7,0,3,0,0
44,92,03/11/2018,1,0,H,1,0,H,13,9,3,2,8,10,4,4,1,0,0,0
45,72,03/11/2018,1,1,D,1,0,H,13,8,2,3,17,9,8,6,4,2,0,1
64,78,03/11/2018,1,0,H,0,0,D,12,11,2,1,12,9,4,9,3,1,0,0
74,15,03/11/2018,3,2,H,2,2,D,8,21,3,7,11,10,1,6,5,2,0,0
76,86,03/11/2018,2,1,H,0,1,A,7,12,4,4,17,12,3,2,2,4,0,0
79,63,03/11/2018,0,4,A,0,0,D,16,16,4,10,20,4,4,6,4,2,0,0
84,56,03/11/2018,0,0,D,0,0,D,13,11,1,4,8,10,7,2,1,1,0,0
94,46,04/11/2018,1,2,A,1,1,D,6,12,1,4,12,15,4,6,2,2,0,0
78,79,09/11/2018,0,0,D,0,0,D,19,7,5,1,5,11,12,4,0,3,0,0
7,44,10/11/2018,3,3,D,2,0,H,11,12,4,5,9,11,3,3,1,3,0,0
8,76,10/11/2018,1,1,D,0,0,D,25,13,9,1,9,10,11,3,0,1,0,0
10,86,10/11/2018,0,1,A,0,1,A,12,10,3,2,14,9,2,6,3,3,0,0
15,72,10/11/2018,0,1,A,0,1,A,6,9,1,3,15,14,3,2,1,2,0,0
33,4,10/11/2018,0,3,A,0,0,D,11,21,5,5,17,10,2,5,3,2,0,0
56,94,10/11/2018,2,0,H,2,0,H,19,13,4,1,16,12,4,4,1,2,0,0
63,57,10/11/2018,4,3,H,0,1,A,21,8,7,4,11,17,6,3,2,5,0,0
64,84,10/11/2018,0,0,D,0,0,D,12,8,4,2,11,10,4,4,1,0,0,0
73,13,10/11/2018,3,2,H,0,1,A,17,12,7,6,13,12,2,5,2,1,0,0
74,45,10/11/2018,2,2,D,1,2,A,12,11,4,5,6,10,4,5,1,2,0,0
92,46,10/11/2018,4,1,H,0,0,D,20,15,6,3,10,12,3,3,2,0,0,0
45,92,23/11/2018,1,2,A,0,1,A,12,13,2,3,9,13,8,5,1,3,0,0
13,56,24/11/2018,1,2,A,0,0,D,17,11,9,4,6,11,9,4,1,2,0,0
44,64,24/11/2018,0,2,A,0,0,D,7,15,1,6,10,6,6,5,2,0,0,0
46,15,24/11/2018,2,0,H,0,0,D,20,7,6,1,7,9,10,8,1,0,0,1
57,10,24/11/2018,1,1,D,0,1,A,13,9,5,4,12,12,10,4,1,2,0,0
72,8,24/11/2018,4,1,H,2,0,H,15,11,5,6,8,7,4,5,1,2,0,0
76,78,24/11/2018,2,2,D,0,1,A,26,6,8,4,14,12,6,5,0,1,0,0
79,33,24/11/2018,1,2,A,1,2,A,14,9,3,3,11,14,6,9,0,3,0,0
